C1,C2,C3,C4,upper_bound,lower_bound,mean_bound
4.8,6.0,5.6,3.574,1767.0,127.0,947.0
8.0,4.8,4.0,4.0,1767.0,127.0,947.0
7.0,4.4,4.4,4.239,1767.0,127.0,947.0
5.6,5.6,5.2,3.523,1767.0,127.0,947.0
5.2,4.8,5.6,3.935,1767.0,127.0,947.0
7.0,7.0,5.2,2.814,1767.0,127.0,947.0
5.2,4.4,5.6,4.252,1767.0,127.0,947.0
6.0,5.2,4.4,4.047,1767.0,127.0,947.0
8.0,5.2,4.4,3.463,1767.0,127.0,947.0
4.0,7.0,4.4,4.69,1767.0,127.0,947.0
7.0,4.8,4.0,4.308,1767.0,127.0,947.0
4.8,4.4,5.6,4.563,1767.0,127.0,947.0
5.6,5.6,4.8,3.733,1767.0,127.0,947.0
8.0,5.6,5.6,2.847,1767.0,127.0,947.0
5.6,5.2,5.6,3.523,1767.0,127.0,947.0
4.4,5.6,5.6,4.017,1767.0,127.0,947.0
4.8,5.6,5.6,3.733,1767.0,127.0,947.0
7.0,4.8,5.2,3.45,1767.0,127.0,947.0
7.0,5.2,3.6,4.537,1767.0,127.0,947.0
8.0,5.2,3.6,4.197,1767.0,127.0,947.0
4.4,5.6,4.8,4.563,1767.0,127.0,947.0
4.8,7.0,5.6,3.294,1767.0,127.0,947.0
4.8,7.0,4.0,4.308,1767.0,127.0,947.0
6.0,4.8,5.2,3.759,1767.0,127.0,947.0
4.0,6.0,5.6,4.2,1767.0,127.0,947.0
7.0,5.6,4.4,3.513,1767.0,127.0,947.0
5.2,6.0,4.4,4.047,1767.0,127.0,947.0
8.0,5.2,5.6,2.963,1767.0,127.0,947.0
5.6,4.8,5.6,3.733,1767.0,127.0,947.0
4.8,4.8,5.6,4.2,1767.0,127.0,947.0
6.0,7.0,5.2,3.017,1767.0,127.0,947.0
7.0,4.4,5.2,3.691,1767.0,127.0,947.0
6.0,5.2,4.0,4.457,1767.0,127.0,947.0
8.0,7.0,3.6,3.476,1767.0,127.0,947.0
4.8,7.0,4.4,3.924,1767.0,127.0,947.0
8.0,4.8,5.6,3.111,1767.0,127.0,947.0
3.6,7.0,5.2,4.537,1767.0,127.0,947.0
8.0,4.0,4.8,4.0,1767.0,127.0,947.0
3.6,7.0,5.6,4.271,1767.0,127.0,947.0
8.0,4.0,5.6,3.574,1767.0,127.0,947.0
8.0,4.4,4.4,3.94,1767.0,127.0,947.0
8.0,3.6,5.6,3.969,1767.0,127.0,947.0
6.0,4.4,5.6,3.834,1767.0,127.0,947.0
4.0,7.0,5.2,4.03,1767.0,127.0,947.0
6.0,6.0,3.6,4.5,1767.0,127.0,947.0
5.6,7.0,5.2,3.129,1767.0,127.0,947.0
5.2,4.0,5.6,4.707,1767.0,127.0,947.0
8.0,3.6,4.8,4.5,1767.0,127.0,947.0
5.6,5.6,4.0,4.421,1767.0,127.0,947.0
4.4,7.0,4.0,4.69,1767.0,127.0,947.0
7.0,3.6,5.6,4.271,1767.0,127.0,947.0
7.0,3.6,5.2,4.537,1767.0,127.0,947.0
4.8,6.0,4.0,4.8,1767.0,127.0,947.0
5.2,5.2,4.8,4.16,1767.0,127.0,947.0
4.4,6.0,4.8,4.328,1767.0,127.0,947.0
4.8,5.6,4.4,4.563,1767.0,127.0,947.0
4.4,7.0,5.6,3.513,1767.0,127.0,947.0
6.0,4.8,4.4,4.328,1767.0,127.0,947.0
5.2,5.2,5.6,3.702,1767.0,127.0,947.0
6.0,7.0,4.0,3.652,1767.0,127.0,947.0
4.8,6.0,4.8,4.0,1767.0,127.0,947.0
7.0,4.4,4.8,3.924,1767.0,127.0,947.0
8.0,4.8,4.4,3.667,1767.0,127.0,947.0
4.4,6.0,5.6,3.834,1767.0,127.0,947.0
4.4,6.0,4.4,4.714,1767.0,127.0,947.0
7.0,5.6,5.2,3.129,1767.0,127.0,947.0
8.0,4.8,4.8,3.429,1767.0,127.0,947.0
6.0,4.0,5.6,4.2,1767.0,127.0,947.0
7.0,5.2,5.2,3.269,1767.0,127.0,947.0
4.0,5.6,5.2,4.707,1767.0,127.0,947.0
8.0,4.0,5.2,3.759,1767.0,127.0,947.0
5.6,4.8,5.2,3.935,1767.0,127.0,947.0
5.6,4.8,4.4,4.563,1767.0,127.0,947.0
7.0,4.0,5.2,4.03,1767.0,127.0,947.0
5.6,5.2,4.8,3.935,1767.0,127.0,947.0
4.0,5.2,5.6,4.707,1767.0,127.0,947.0
7.0,7.0,5.6,2.71,1767.0,127.0,947.0
7.0,4.0,4.4,4.69,1767.0,127.0,947.0
7.0,5.2,4.0,4.03,1767.0,127.0,947.0
5.2,6.0,5.2,3.545,1767.0,127.0,947.0
7.0,5.6,4.0,3.818,1767.0,127.0,947.0
6.0,4.0,5.2,4.457,1767.0,127.0,947.0
8.0,5.6,3.6,3.969,1767.0,127.0,947.0
7.0,4.8,5.6,3.294,1767.0,127.0,947.0
7.0,4.0,5.6,3.818,1767.0,127.0,947.0
6.0,6.0,5.6,3.111,1767.0,127.0,947.0
5.2,6.0,5.6,3.381,1767.0,127.0,947.0
7.0,6.0,4.0,3.652,1767.0,127.0,947.0
4.4,7.0,4.4,4.239,1767.0,127.0,947.0
8.0,6.0,5.2,2.862,1767.0,127.0,947.0
4.4,6.0,5.2,4.047,1767.0,127.0,947.0
7.0,7.0,3.6,3.706,1767.0,127.0,947.0
6.0,5.6,5.6,3.231,1767.0,127.0,947.0
5.2,5.6,5.6,3.523,1767.0,127.0,947.0
4.8,7.0,4.8,3.652,1767.0,127.0,947.0
5.6,5.2,5.2,3.702,1767.0,127.0,947.0
5.2,6.0,4.0,4.457,1767.0,127.0,947.0
6.0,5.6,4.4,3.834,1767.0,127.0,947.0
4.4,7.0,5.2,3.691,1767.0,127.0,947.0
5.2,4.8,4.8,4.457,1767.0,127.0,947.0
5.6,7.0,4.4,3.513,1767.0,127.0,947.0
5.2,4.4,5.2,4.516,1767.0,127.0,947.0
8.0,4.8,3.6,4.5,1767.0,127.0,947.0
8.0,7.0,4.0,3.17,1767.0,127.0,947.0
7.0,5.6,5.6,3.0,1767.0,127.0,947.0
5.6,6.0,4.8,3.574,1767.0,127.0,947.0
8.0,5.2,4.8,3.25,1767.0,127.0,947.0
5.2,5.6,5.2,3.702,1767.0,127.0,947.0
4.0,7.0,5.6,3.818,1767.0,127.0,947.0
4.8,5.2,5.2,4.16,1767.0,127.0,947.0
5.2,5.2,5.2,3.9,1767.0,127.0,947.0
4.8,7.0,5.2,3.45,1767.0,127.0,947.0
5.2,5.6,4.0,4.707,1767.0,127.0,947.0
4.4,5.2,5.2,4.516,1767.0,127.0,947.0
5.2,7.0,5.6,3.129,1767.0,127.0,947.0
7.0,5.6,4.8,3.294,1767.0,127.0,947.0
8.0,7.0,5.2,2.68,1767.0,127.0,947.0
8.0,6.0,4.0,3.429,1767.0,127.0,947.0
6.0,4.8,4.8,4.0,1767.0,127.0,947.0
4.8,5.2,4.8,4.457,1767.0,127.0,947.0
8.0,5.6,4.4,3.306,1767.0,127.0,947.0
5.6,7.0,5.6,3.0,1767.0,127.0,947.0
7.0,7.0,4.0,3.36,1767.0,127.0,947.0
5.6,4.4,5.2,4.252,1767.0,127.0,947.0
5.6,4.4,4.8,4.563,1767.0,127.0,947.0
4.0,6.0,5.2,4.457,1767.0,127.0,947.0
8.0,4.4,4.8,3.667,1767.0,127.0,947.0
8.0,7.0,5.6,2.585,1767.0,127.0,947.0
5.2,7.0,4.0,4.03,1767.0,127.0,947.0
6.0,4.8,4.0,4.8,1767.0,127.0,947.0
6.0,5.6,5.2,3.381,1767.0,127.0,947.0
6.0,5.2,5.2,3.545,1767.0,127.0,947.0
5.6,4.4,5.6,4.017,1767.0,127.0,947.0
6.0,5.2,4.8,3.759,1767.0,127.0,947.0
5.2,5.6,4.4,4.252,1767.0,127.0,947.0
8.0,3.6,5.2,4.197,1767.0,127.0,947.0
4.8,4.8,5.2,4.457,1767.0,127.0,947.0
7.0,6.0,3.6,4.065,1767.0,127.0,947.0
8.0,4.0,4.0,4.8,1767.0,127.0,947.0
4.8,5.2,5.6,3.935,1767.0,127.0,947.0
8.0,5.6,4.0,3.574,1767.0,127.0,947.0
5.6,6.0,4.4,3.834,1767.0,127.0,947.0
