C1,C2,C3,C4,upper_bound,lower_bound,mean_bound
7.0,6.0,4.4,3.372,157.35299999999995,92.21870000000001,124.78584999999998
8.0,6.0,3.6,3.789,269.59979999999996,198.50130000000001,234.05055
6.0,5.6,4.8,3.574,125.3116,68.90869999999995,97.11014999999998
4.8,5.6,4.8,4.2,4.052699999999959,-19.762299999999982,-7.8548000000000116
6.0,7.0,4.8,3.17,257.10429999999997,180.63170000000002,218.868
8.0,4.0,4.4,4.328,227.99339999999995,156.58540000000005,192.2894
6.0,4.8,5.6,3.574,214.74969999999996,139.144,176.94684999999998
5.6,5.2,4.0,4.707,241.42079999999999,181.32299999999998,211.37189999999998
6.0,6.0,4.4,3.667,121.90620000000001,61.343399999999974,91.6248
5.6,6.0,3.6,4.755,334.0824,259.1473,296.61485
5.6,5.6,5.6,3.36,167.34479999999996,118.77829999999994,143.06154999999995
4.4,5.2,5.6,4.252,12.024599999999964,-13.763799999999947,-0.8695999999999913
6.0,3.6,5.6,4.755,454.4623,377.22349999999994,415.8429
5.6,4.8,4.8,4.2,46.39390000000003,2.7777999999999565,24.585849999999994
4.8,6.0,5.6,3.574,52.030200000000036,21.751300000000015,36.890750000000025
8.0,4.8,4.0,4.0,184.64819999999997,121.06100000000004,152.8546
7.0,4.4,4.4,4.239,95.10329999999999,34.3836,64.74345
5.6,5.6,5.2,3.523,74.47490000000005,33.06569999999999,53.77030000000002
5.2,4.8,5.6,3.935,63.497600000000034,22.440399999999954,42.968999999999994
7.0,7.0,5.2,2.814,165.03409999999997,110.01679999999999,137.52544999999998
5.2,4.4,5.6,4.252,126.21939999999995,75.26969999999994,100.74454999999995
6.0,5.2,4.4,4.047,131.94299999999998,75.2183,103.58064999999999
8.0,5.2,4.4,3.463,114.33090000000004,59.635400000000004,86.98315000000002
4.0,7.0,4.4,4.69,195.96360000000004,143.09479999999996,169.5292
7.0,4.8,4.0,4.308,216.04060000000004,149.35530000000006,182.69795000000005
4.8,4.4,5.6,4.563,175.48490000000004,125.60810000000004,150.54650000000004
5.6,5.6,4.8,3.733,36.89440000000002,-0.643100000000004,18.125650000000007
8.0,5.6,5.6,2.847,565.8349000000001,473.8984,519.86665
5.6,5.2,5.6,3.523,154.2002,100.68470000000002,127.44245000000001
4.4,5.6,5.6,4.017,3.8460999999999785,-21.504999999999995,-8.829450000000008
4.8,5.6,5.6,3.733,26.895599999999945,1.032100000000014,13.96384999999998
7.0,4.8,5.2,3.45,43.74260000000004,-5.130999999999972,19.305800000000033
7.0,5.2,3.6,4.537,354.1554,275.43489999999997,314.79515
8.0,5.2,3.6,4.197,299.00289999999995,232.49559999999997,265.74924999999996
4.4,5.6,4.8,4.563,52.66679999999997,24.082599999999957,38.37469999999996
4.8,7.0,5.6,3.294,149.45849999999996,98.8904,124.17444999999998
4.8,7.0,4.0,4.308,157.64340000000004,106.7387,132.19105000000002
6.0,4.8,5.2,3.759,82.37080000000003,16.72709999999995,49.54894999999999
4.0,6.0,5.6,4.2,26.502500000000055,-2.663400000000024,11.919550000000015
7.0,5.6,4.4,3.513,131.5226,66.94119999999998,99.2319
5.2,6.0,4.4,4.047,9.232600000000048,-23.14160000000004,-6.954499999999996
8.0,5.2,5.6,2.963,487.9176,405.15520000000004,446.5364
5.6,4.8,5.6,3.733,136.31830000000002,76.8691,106.59370000000001
4.8,4.8,5.6,4.2,44.527900000000045,12.21169999999995,28.369799999999998
6.0,7.0,5.2,3.017,290.38,214.0783,252.22915
7.0,4.4,5.2,3.691,45.4683,-3.8368000000000393,20.81574999999998
6.0,5.2,4.0,4.457,264.0199,197.56949999999995,230.79469999999998
8.0,7.0,3.6,3.476,320.7256,257.61890000000005,289.17225
4.8,7.0,4.4,3.924,32.888900000000035,-4.097600000000057,14.39564999999999
8.0,4.8,5.6,3.111,425.5684,347.3483,386.45835
3.6,7.0,5.2,4.537,351.847,277.9719,314.90945
8.0,4.0,4.8,4.0,198.30730000000005,124.83450000000005,161.57090000000005
3.6,7.0,5.6,4.271,409.96770000000004,334.4614,372.21455000000003
8.0,4.0,5.6,3.574,450.5642,368.18510000000003,409.37465000000003
8.0,4.4,4.4,3.94,138.24689999999998,71.87559999999996,105.06124999999997
8.0,3.6,5.6,3.969,529.037,448.2338,488.6354
6.0,4.4,5.6,3.834,194.2006,123.40629999999999,158.80345
4.0,7.0,5.2,4.03,142.38099999999997,86.54790000000003,114.46445
6.0,6.0,3.6,4.5,332.471,254.40570000000002,293.43835
5.6,7.0,5.2,3.129,200.40210000000002,138.90610000000004,169.65410000000003
5.2,4.0,5.6,4.707,282.64290000000005,218.28750000000002,250.46520000000004
8.0,3.6,4.8,4.5,342.2713,266.61620000000005,304.44375
5.6,5.6,4.0,4.421,151.63840000000005,100.69579999999996,126.1671
4.4,7.0,4.0,4.69,205.08309999999994,152.56380000000001,178.82344999999998
7.0,3.6,5.6,4.271,517.1741,432.55060000000003,474.86235
7.0,3.6,5.2,4.537,365.289,292.0856,328.6873
4.8,6.0,4.0,4.8,155.92330000000004,106.41549999999995,131.1694
5.2,5.2,4.8,4.16,4.129000000000019,-22.66459999999995,-9.267799999999966
4.4,6.0,4.8,4.328,0.7679000000000542,-25.287799999999947,-12.259949999999947
4.8,5.6,4.4,4.563,62.50969999999995,31.96709999999996,47.238399999999956
4.4,7.0,5.6,3.513,150.75160000000005,100.69759999999997,125.72460000000001
6.0,4.8,4.4,4.328,182.6345,117.62879999999996,150.13164999999998
5.2,5.2,5.6,3.702,57.17870000000005,23.038800000000037,40.10875000000004
6.0,7.0,4.0,3.652,217.77739999999994,157.0245,187.40094999999997
4.8,6.0,4.8,4.0,-11.709600000000023,-37.760099999999966,-24.734849999999994
7.0,4.4,4.8,3.924,7.205400000000054,-46.53740000000005,-19.665999999999997
8.0,4.8,4.4,3.667,101.20640000000003,43.47929999999997,72.34285
4.4,6.0,5.6,3.834,23.272100000000023,-6.046699999999987,8.612700000000018
4.4,6.0,4.4,4.714,79.51570000000004,44.03309999999999,61.774400000000014
7.0,5.6,5.2,3.129,251.68600000000004,178.75869999999998,215.22235
8.0,4.8,4.8,3.429,120.74369999999999,62.64829999999995,91.69599999999997
6.0,4.0,5.6,4.2,263.794,197.8936,230.8438
7.0,5.2,5.2,3.269,130.97580000000005,74.44349999999997,102.70965000000001
4.0,5.6,5.2,4.707,35.55370000000005,3.7504000000000133,19.65205000000003
8.0,4.0,5.2,3.759,270.37850000000003,197.74170000000004,234.06010000000003
5.6,4.8,5.2,3.935,26.16669999999999,-22.58389999999997,1.79140000000001
5.6,4.8,4.4,4.563,176.048,120.96259999999995,148.50529999999998
7.0,4.0,5.2,4.03,154.211,99.0249,126.61795000000001
5.6,5.2,4.8,3.935,30.32759999999996,-9.514099999999985,10.406749999999988
4.0,5.2,5.6,4.707,99.30790000000002,63.37919999999997,81.34355
7.0,7.0,5.6,2.71,273.1675,210.89229999999998,242.0299
7.0,4.0,4.4,4.69,198.21770000000004,138.0865,168.15210000000002
7.0,5.2,4.0,4.03,176.77790000000005,107.94290000000001,142.36040000000003
5.2,6.0,5.2,3.545,21.21040000000005,-7.961800000000039,6.624300000000005
7.0,5.6,4.0,3.818,153.9909,86.99850000000004,120.49470000000002
6.0,4.0,5.2,4.457,128.1667,77.13120000000004,102.64895000000001
8.0,5.6,3.6,3.969,261.16610000000003,200.79070000000002,230.97840000000002
7.0,4.8,5.6,3.294,195.6843,141.44590000000005,168.56510000000003
7.0,4.0,5.6,3.818,341.86940000000004,269.3473,305.60835000000003
6.0,6.0,5.6,3.111,316.46669999999995,242.48360000000002,279.47515
5.2,6.0,5.6,3.381,90.45889999999997,54.22429999999997,72.34159999999997
7.0,6.0,4.0,3.652,156.22450000000003,92.07989999999995,124.1522
4.4,7.0,4.4,4.239,55.72220000000004,15.28189999999995,35.50205
8.0,6.0,5.2,2.862,428.06510000000003,337.56370000000004,382.81440000000003
4.4,6.0,5.2,4.047,-26.542299999999955,-52.065000000000055,-39.303650000000005
7.0,7.0,3.6,3.706,432.7406,342.9453,387.84295
6.0,5.6,5.6,3.231,292.174,221.31939999999997,256.7467
5.2,5.6,5.6,3.523,71.75570000000005,40.57209999999998,56.16390000000001
4.8,7.0,4.8,3.652,8.460900000000038,-26.148400000000038,-8.84375
5.6,5.2,5.2,3.702,51.19569999999999,5.4640000000000555,28.32985000000002
5.2,6.0,4.0,4.457,116.50599999999997,69.16039999999998,92.83319999999998
6.0,5.6,4.4,3.834,108.46230000000003,57.12329999999997,82.7928
4.4,7.0,5.2,3.691,43.457700000000045,-1.2263000000000375,21.115700000000004
5.2,4.8,4.8,4.457,64.1703,27.708499999999958,45.93939999999998
5.6,7.0,4.4,3.513,151.44799999999998,92.77710000000002,122.11255
5.2,4.4,5.2,4.516,71.13109999999995,24.36379999999997,47.74744999999996
8.0,4.8,3.6,4.5,374.81870000000004,296.28970000000004,335.55420000000004
8.0,7.0,4.0,3.17,193.88940000000002,138.90110000000004,166.39525000000003
7.0,5.6,5.6,3.0,375.70180000000005,298.31949999999995,337.01065
5.6,6.0,4.8,3.574,62.493600000000015,20.196699999999964,41.34514999999999
8.0,5.2,4.8,3.25,178.00800000000004,118.95590000000004,148.48195000000004
5.2,5.6,5.2,3.702,4.252200000000016,-22.64300000000003,-9.195400000000006
4.0,7.0,5.6,3.818,232.2794,173.45939999999996,202.86939999999998
4.8,5.2,5.2,4.16,-21.334100000000035,-45.65530000000001,-33.49470000000002
5.2,5.2,5.2,3.9,-12.604000000000042,-40.76679999999999,-26.685400000000016
4.8,7.0,5.2,3.45,40.78399999999999,1.137399999999957,20.960699999999974
5.2,5.6,4.0,4.707,152.7496,106.69579999999996,129.72269999999997
4.4,5.2,5.2,4.516,18.73630000000003,-10.293900000000008,4.22120000000001
5.2,7.0,5.6,3.129,199.85109999999997,142.74900000000002,171.30005
7.0,5.6,4.8,3.294,175.93619999999999,108.70910000000003,142.32265
8.0,7.0,5.2,2.68,174.19730000000004,119.76919999999996,146.98325
8.0,6.0,4.0,3.429,179.2133,109.34310000000005,144.27820000000003
6.0,4.8,4.8,4.0,75.54269999999997,16.54499999999996,46.04384999999996
4.8,5.2,4.8,4.457,45.86779999999999,16.763599999999997,31.315699999999993
8.0,5.6,4.4,3.306,173.8872,108.50519999999995,141.19619999999998
5.6,7.0,5.6,3.0,287.34090000000003,222.09450000000004,254.71770000000004
7.0,7.0,4.0,3.36,310.9403,226.43870000000004,268.6895
5.6,4.4,5.2,4.252,31.25260000000003,-15.635200000000054,7.8086999999999875
5.6,4.4,4.8,4.563,96.21659999999997,49.03150000000005,72.62405000000001
4.0,6.0,5.2,4.457,-1.6662000000000035,-29.589399999999955,-15.62779999999998
8.0,4.4,4.8,3.667,130.3669,61.24329999999998,95.80509999999998
8.0,7.0,5.6,2.585,301.0126,238.6205,269.81655
5.2,7.0,4.0,4.03,164.65030000000002,106.16639999999995,135.40834999999998
6.0,4.8,4.0,4.8,374.4946,295.36890000000005,334.93175
6.0,5.6,5.2,3.381,183.89520000000005,119.97149999999999,151.93335000000002
6.0,5.2,5.2,3.545,138.51469999999995,72.31529999999998,105.41499999999996
5.6,4.4,5.6,4.017,140.40409999999997,81.44269999999995,110.92339999999996
6.0,5.2,4.8,3.759,98.58889999999997,39.88779999999997,69.23834999999997
5.2,5.6,4.4,4.252,17.57529999999997,-11.395999999999958,3.089650000000006
8.0,3.6,5.2,4.197,381.54830000000004,311.00210000000004,346.27520000000004
4.8,4.8,5.2,4.457,31.848499999999945,-1.205500000000029,15.321499999999958
7.0,6.0,3.6,4.065,269.29499999999996,201.5158,235.4054
8.0,4.0,4.0,4.8,344.62660000000005,275.404,310.0153
4.8,5.2,5.6,3.935,8.393299999999954,-18.446900000000028,-5.026800000000037
8.0,5.6,4.0,3.574,149.38660000000004,93.8596,121.62310000000002
5.6,6.0,4.4,3.834,50.98419999999999,5.0253999999999905,28.00479999999999
